key,English,हिंदी,भोजपुरी,ਪੰਜਾਬੀ,मराठी,category
auto_weather_improve_rain_0790,Improve weather planning before expected rainfall.,सुधारें मौसम योजना बारिश से पहले।,सुधार करीं मौसम योजना बरखा से पहिले।,ਸੁਧਾਰੋ ਮੌਸਮ ਯੋਜਨਾ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,सुधारा हवामान नियोजन पावसापूर्वी.,synthetic_extension
auto_scan_improve_rain_0791,Improve leaf scan quality before expected rainfall.,सुधारें पत्ती स्कैन गुणवत्ता बारिश से पहले।,सुधार करीं पत्ता स्कैन गुणवत्ता बरखा से पहिले।,ਸੁਧਾਰੋ ਪੱਤਾ ਸਕੈਨ ਕੁਆਲਿਟੀ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,सुधारा पान स्कॅन गुणवत्ता पावसापूर्वी.,synthetic_extension
auto_soil_improve_rain_0792,Improve soil readiness before expected rainfall.,सुधारें मिट्टी तैयारी बारिश से पहले।,सुधार करीं माटी तैयारी बरखा से पहिले।,ਸੁਧਾਰੋ ਮਿੱਟੀ ਤਿਆਰੀ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,सुधारा माती तयारी पावसापूर्वी.,synthetic_extension
auto_irrigation_improve_rain_0793,Improve irrigation timing before expected rainfall.,सुधारें सिंचाई समय बारिश से पहले।,सुधार करीं सिंचाई समय बरखा से पहिले।,ਸੁਧਾਰੋ ਸਿੰਚਾਈ ਸਮਾਂ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,सुधारा सिंचन वेळ पावसापूर्वी.,synthetic_extension
auto_nutrition_improve_rain_0794,Improve nutrient balance before expected rainfall.,सुधारें पोषण संतुलन बारिश से पहले।,सुधार करीं पोषण संतुलन बरखा से पहिले।,ਸੁਧਾਰੋ ਪੋਸ਼ਣ ਸੰਤੁਲਨ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,सुधारा पोषण संतुलन पावसापूर्वी.,synthetic_extension
auto_canopy_improve_rain_0795,Improve canopy management before expected rainfall.,सुधारें पौध संरचना प्रबंधन बारिश से पहले।,सुधार करीं पौधा बनावट प्रबंधन बरखा से पहिले।,ਸੁਧਾਰੋ ਛਤਰੀ ਪ੍ਰਬੰਧਨ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,सुधारा छत्र व्यवस्थापन पावसापूर्वी.,synthetic_extension
auto_community_improve_rain_0796,Improve community support before expected rainfall.,सुधारें समुदाय सहायता बारिश से पहले।,सुधार करीं समुदाय सहारा बरखा से पहिले।,ਸੁਧਾਰੋ ਕਮਿਊਨਿਟੀ ਸਹਾਇਤਾ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,सुधारा समुदाय मदत पावसापूर्वी.,synthetic_extension
auto_market_improve_rain_0797,Improve market readiness before expected rainfall.,सुधारें बाजार तैयारी बारिश से पहले।,सुधार करीं बाजार तैयारी बरखा से पहिले।,ਸੁਧਾਰੋ ਮਾਰਕੀਟ ਤਿਆਰੀ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,सुधारा बाजार तयारी पावसापूर्वी.,synthetic_extension
auto_expert_improve_rain_0798,Improve expert escalation before expected rainfall.,सुधारें विशेषज्ञ सहायता बारिश से पहले।,सुधार करीं विशेषज्ञ मदद बरखा से पहिले।,ਸੁਧਾਰੋ ਮਾਹਰ ਸਹਾਇਤਾ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,सुधारा तज्ञ सल्ला पावसापूर्वी.,synthetic_extension
auto_report_improve_rain_0799,Improve report generation before expected rainfall.,सुधारें रिपोर्ट निर्माण बारिश से पहले।,सुधार करीं रिपोर्ट बनावल बरखा से पहिले।,ਸੁਧਾਰੋ ਰਿਪੋਰਟ ਤਿਆਰ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,सुधारा अहवाल निर्मिती पावसापूर्वी.,synthetic_extension
auto_weather_monitor_rain_0800,Monitor weather planning before expected rainfall.,निगरानी रखें मौसम योजना बारिश से पहले।,निगरानी करीं मौसम योजना बरखा से पहिले।,ਨਿਗਰਾਨੀ ਕਰੋ ਮੌਸਮ ਯੋਜਨਾ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,निगराणी ठेवा हवामान नियोजन पावसापूर्वी.,synthetic_extension
auto_scan_monitor_rain_0801,Monitor leaf scan quality before expected rainfall.,निगरानी रखें पत्ती स्कैन गुणवत्ता बारिश से पहले।,निगरानी करीं पत्ता स्कैन गुणवत्ता बरखा से पहिले।,ਨਿਗਰਾਨੀ ਕਰੋ ਪੱਤਾ ਸਕੈਨ ਕੁਆਲਿਟੀ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,निगराणी ठेवा पान स्कॅन गुणवत्ता पावसापूर्वी.,synthetic_extension
auto_soil_monitor_rain_0802,Monitor soil readiness before expected rainfall.,निगरानी रखें मिट्टी तैयारी बारिश से पहले।,निगरानी करीं माटी तैयारी बरखा से पहिले।,ਨਿਗਰਾਨੀ ਕਰੋ ਮਿੱਟੀ ਤਿਆਰੀ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,निगराणी ठेवा माती तयारी पावसापूर्वी.,synthetic_extension
auto_irrigation_monitor_rain_0803,Monitor irrigation timing before expected rainfall.,निगरानी रखें सिंचाई समय बारिश से पहले।,निगरानी करीं सिंचाई समय बरखा से पहिले।,ਨਿਗਰਾਨੀ ਕਰੋ ਸਿੰਚਾਈ ਸਮਾਂ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,निगराणी ठेवा सिंचन वेळ पावसापूर्वी.,synthetic_extension
auto_nutrition_monitor_rain_0804,Monitor nutrient balance before expected rainfall.,निगरानी रखें पोषण संतुलन बारिश से पहले।,निगरानी करीं पोषण संतुलन बरखा से पहिले।,ਨਿਗਰਾਨੀ ਕਰੋ ਪੋਸ਼ਣ ਸੰਤੁਲਨ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,निगराणी ठेवा पोषण संतुलन पावसापूर्वी.,synthetic_extension
auto_canopy_monitor_rain_0805,Monitor canopy management before expected rainfall.,निगरानी रखें पौध संरचना प्रबंधन बारिश से पहले।,निगरानी करीं पौधा बनावट प्रबंधन बरखा से पहिले।,ਨਿਗਰਾਨੀ ਕਰੋ ਛਤਰੀ ਪ੍ਰਬੰਧਨ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,निगराणी ठेवा छत्र व्यवस्थापन पावसापूर्वी.,synthetic_extension
auto_community_monitor_rain_0806,Monitor community support before expected rainfall.,निगरानी रखें समुदाय सहायता बारिश से पहले।,निगरानी करीं समुदाय सहारा बरखा से पहिले।,ਨਿਗਰਾਨੀ ਕਰੋ ਕਮਿਊਨਿਟੀ ਸਹਾਇਤਾ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,निगराणी ठेवा समुदाय मदत पावसापूर्वी.,synthetic_extension
auto_market_monitor_rain_0807,Monitor market readiness before expected rainfall.,निगरानी रखें बाजार तैयारी बारिश से पहले।,निगरानी करीं बाजार तैयारी बरखा से पहिले।,ਨਿਗਰਾਨੀ ਕਰੋ ਮਾਰਕੀਟ ਤਿਆਰੀ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,निगराणी ठेवा बाजार तयारी पावसापूर्वी.,synthetic_extension
auto_expert_monitor_rain_0808,Monitor expert escalation before expected rainfall.,निगरानी रखें विशेषज्ञ सहायता बारिश से पहले।,निगरानी करीं विशेषज्ञ मदद बरखा से पहिले।,ਨਿਗਰਾਨੀ ਕਰੋ ਮਾਹਰ ਸਹਾਇਤਾ ਮੀਹ ਤੋਂ ਪਹਿਲਾਂ।,निगराणी ठेवा तज्ञ सल्ला पावसापूर्वी.,synthetic_extension
